Restaurant,Category,Item Name,Description,Price,Vegetarian,Spicy,Gluten-Free,Calories
Restaurant_3,Appetizers,Spicy Beef Pizza,Savory and satisfying spicy beef pizza with a touch of our special sauce.,17.83,No,No,Yes,775
Restaurant_84,Main Course,Spicy Mushroom Pasta,"A classic favorite, our spicy mushroom pasta is prepared with quality ingredients.",6.98,No,No,No,686
Restaurant_49,Drinks,Spicy Salmon Cake,"A classic favorite, our spicy salmon cake is prepared with quality ingredients.",14.2,Yes,Yes,No,370
Restaurant_33,Desserts,Crispy Salmon Wings,"A classic favorite, our crispy salmon wings is prepared with quality ingredients.",13.88,No,Yes,Yes,257
Restaurant_69,Appetizers,Creamy Salmon Tacos,"A classic favorite, our creamy salmon tacos is prepared with quality ingredients.",14.87,No,Yes,No,881
Restaurant_96,Appetizers,Fresh Salmon Burger,Savory and satisfying fresh salmon burger with a touch of our special sauce.,11.14,No,No,No,588
Restaurant_23,Drinks,Creamy Cheese Tacos,Savory and satisfying creamy cheese tacos with a touch of our special sauce.,15.0,No,Yes,No,657
Restaurant_34,Drinks,Grilled Mango Soup,"A classic favorite, our grilled mango soup is prepared with quality ingredients.",20.55,No,No,Yes,751
Restaurant_46,Main Course,Fresh Tomato Soup,A delicious fresh tomato soup made fresh to order.,28.98,Yes,No,No,626
Restaurant_54,Drinks,Crispy Chicken Soup,Tender crispy chicken soup cooked to perfection with a blend of spices.,3.61,No,No,No,513
Restaurant_11,Desserts,Fresh Tofu Tacos,"A classic favorite, our fresh tofu tacos is prepared with quality ingredients.",5.38,No,No,Yes,817
Restaurant_100,Main Course,Spicy Mango Wings,A delicious spicy mango wings made fresh to order.,24.3,Yes,No,Yes,568
Restaurant_48,Drinks,Grilled Lettuce Pizza,Tender grilled lettuce pizza cooked to perfection with a blend of spices.,23.11,No,No,Yes,687
Restaurant_43,Drinks,Grilled Salmon Sandwich,Tender grilled salmon sandwich cooked to perfection with a blend of spices.,27.67,Yes,No,No,182
Restaurant_81,Appetizers,Spicy Mushroom Smoothie,A delicious spicy mushroom smoothie made fresh to order.,26.1,Yes,Yes,Yes,401
Restaurant_40,Desserts,Roasted Beef Burger,Enjoy the rich flavors of roasted beef burger with every bite.,21.61,No,No,Yes,238
Restaurant_71,Appetizers,Grilled Lettuce Tacos,Savory and satisfying grilled lettuce tacos with a touch of our special sauce.,24.26,No,No,No,228
Restaurant_40,Desserts,Fresh Tomato Cake,A delicious fresh tomato cake made fresh to order.,16.79,No,No,Yes,437
Restaurant_93,Drinks,Roasted Cheese Cake,Enjoy the rich flavors of roasted cheese cake with every bite.,26.91,Yes,No,Yes,527
Restaurant_52,Desserts,Grilled Chicken Pasta,Enjoy the rich flavors of grilled chicken pasta with every bite.,4.83,Yes,Yes,Yes,153
Restaurant_94,Main Course,Creamy Tomato Cake,"A classic favorite, our creamy tomato cake is prepared with quality ingredients.",26.09,No,No,No,846
Restaurant_31,Drinks,Creamy Pork Burger,"A classic favorite, our creamy pork burger is prepared with quality ingredients.",4.48,Yes,Yes,Yes,694
Restaurant_50,Drinks,Spicy Mushroom Smoothie,"A classic favorite, our spicy mushroom smoothie is prepared with quality ingredients.",15.18,Yes,Yes,Yes,409
Restaurant_59,Desserts,Creamy Mushroom Smoothie,"A classic favorite, our creamy mushroom smoothie is prepared with quality ingredients.",26.35,Yes,Yes,Yes,485
Restaurant_78,Desserts,Crispy Beef Salad,Tender crispy beef salad cooked to perfection with a blend of spices.,27.74,Yes,No,Yes,515
Restaurant_11,Drinks,Roasted Mushroom Smoothie,Savory and satisfying roasted mushroom smoothie with a touch of our special sauce.,11.17,Yes,Yes,Yes,525
Restaurant_10,Main Course,Spicy Pork Sandwich,Enjoy the rich flavors of spicy pork sandwich with every bite.,13.09,No,No,No,697
Restaurant_11,Desserts,Tangy Mango Pasta,Enjoy the rich flavors of tangy mango pasta with every bite.,12.85,Yes,Yes,No,713
Restaurant_78,Desserts,Grilled Mango Wings,A delicious grilled mango wings made fresh to order.,24.84,No,Yes,Yes,717
Restaurant_49,Desserts,Grilled Lettuce Burger,Savory and satisfying grilled lettuce burger with a touch of our special sauce.,15.44,Yes,Yes,Yes,249
Restaurant_76,Main Course,Crispy Lettuce Wings,A delicious crispy lettuce wings made fresh to order.,17.79,Yes,Yes,Yes,695
Restaurant_9,Desserts,Roasted Salmon Soup,Tender roasted salmon soup cooked to perfection with a blend of spices.,22.0,Yes,No,Yes,255
Restaurant_89,Desserts,Fresh Salmon Salad,Enjoy the rich flavors of fresh salmon salad with every bite.,22.86,Yes,Yes,Yes,677
Restaurant_41,Main Course,Fresh Salmon Soup,A delicious fresh salmon soup made fresh to order.,29.73,No,No,Yes,351
Restaurant_32,Appetizers,Grilled Tofu Sandwich,Tender grilled tofu sandwich cooked to perfection with a blend of spices.,25.92,Yes,No,Yes,189
Restaurant_25,Appetizers,Crispy Mushroom Salad,Savory and satisfying crispy mushroom salad with a touch of our special sauce.,14.91,Yes,Yes,Yes,781
Restaurant_95,Drinks,Grilled Mango Pasta,"A classic favorite, our grilled mango pasta is prepared with quality ingredients.",20.92,No,No,No,566
Restaurant_95,Drinks,Tangy Mushroom Sandwich,"A classic favorite, our tangy mushroom sandwich is prepared with quality ingredients.",6.23,Yes,Yes,Yes,566
Restaurant_79,Desserts,Grilled Pork Salad,Savory and satisfying grilled pork salad with a touch of our special sauce.,11.28,Yes,Yes,Yes,579
Restaurant_14,Drinks,Roasted Mango Burger,A delicious roasted mango burger made fresh to order.,4.59,Yes,Yes,No,287
Restaurant_95,Appetizers,Roasted Lettuce Pizza,Savory and satisfying roasted lettuce pizza with a touch of our special sauce.,25.25,Yes,Yes,Yes,798
Restaurant_64,Desserts,Roasted Pork Cake,Enjoy the rich flavors of roasted pork cake with every bite.,18.35,No,Yes,Yes,691
Restaurant_25,Desserts,Fresh Mango Burger,A delicious fresh mango burger made fresh to order.,3.3,Yes,Yes,No,654
Restaurant_17,Main Course,Zesty Tomato Salad,Tender zesty tomato salad cooked to perfection with a blend of spices.,7.26,Yes,Yes,No,423
Restaurant_72,Desserts,Fresh Pork Soup,Tender fresh pork soup cooked to perfection with a blend of spices.,18.03,Yes,Yes,No,240
Restaurant_38,Desserts,Creamy Chicken Sandwich,Enjoy the rich flavors of creamy chicken sandwich with every bite.,26.88,Yes,Yes,No,166
Restaurant_49,Appetizers,Crispy Lettuce Salad,Tender crispy lettuce salad cooked to perfection with a blend of spices.,24.36,Yes,No,Yes,578
Restaurant_46,Desserts,Fresh Mushroom Smoothie,Savory and satisfying fresh mushroom smoothie with a touch of our special sauce.,21.7,No,Yes,Yes,413
Restaurant_11,Desserts,Roasted Cheese Soup,Tender roasted cheese soup cooked to perfection with a blend of spices.,3.95,No,No,No,591
Restaurant_18,Main Course,Zesty Lettuce Smoothie,Enjoy the rich flavors of zesty lettuce smoothie with every bite.,16.73,No,No,No,585
Restaurant_90,Main Course,Sweet Salmon Cake,A delicious sweet salmon cake made fresh to order.,14.25,Yes,Yes,Yes,240
Restaurant_13,Main Course,Zesty Cheese Salad,"A classic favorite, our zesty cheese salad is prepared with quality ingredients.",16.01,No,No,Yes,741
Restaurant_79,Appetizers,Tangy Lettuce Salad,Tender tangy lettuce salad cooked to perfection with a blend of spices.,11.89,No,No,Yes,723
Restaurant_22,Desserts,Crispy Beef Wings,A delicious crispy beef wings made fresh to order.,10.01,Yes,No,Yes,465
Restaurant_57,Main Course,Zesty Salmon Wings,"A classic favorite, our zesty salmon wings is prepared with quality ingredients.",26.83,No,No,Yes,804
Restaurant_8,Desserts,Tangy Pork Cake,Savory and satisfying tangy pork cake with a touch of our special sauce.,3.21,No,No,No,489
Restaurant_49,Main Course,Creamy Tofu Pasta,Tender creamy tofu pasta cooked to perfection with a blend of spices.,26.56,Yes,Yes,Yes,263
Restaurant_68,Main Course,Creamy Salmon Sandwich,Tender creamy salmon sandwich cooked to perfection with a blend of spices.,4.13,No,No,No,847
Restaurant_55,Drinks,Roasted Tomato Pasta,A delicious roasted tomato pasta made fresh to order.,19.49,No,No,No,714
Restaurant_29,Drinks,Crispy Mushroom Wings,"A classic favorite, our crispy mushroom wings is prepared with quality ingredients.",25.44,No,No,Yes,231
Restaurant_30,Desserts,Tangy Beef Smoothie,"A classic favorite, our tangy beef smoothie is prepared with quality ingredients.",27.23,No,Yes,No,431
Restaurant_69,Drinks,Crispy Beef Burger,"A classic favorite, our crispy beef burger is prepared with quality ingredients.",29.21,No,Yes,No,604
Restaurant_42,Appetizers,Sweet Mango Wings,Savory and satisfying sweet mango wings with a touch of our special sauce.,14.46,No,Yes,No,777
Restaurant_53,Desserts,Grilled Beef Sandwich,Savory and satisfying grilled beef sandwich with a touch of our special sauce.,11.39,Yes,No,No,692
Restaurant_77,Drinks,Tangy Chicken Salad,Enjoy the rich flavors of tangy chicken salad with every bite.,28.8,No,Yes,Yes,262
Restaurant_51,Main Course,Spicy Beef Sandwich,Enjoy the rich flavors of spicy beef sandwich with every bite.,15.84,Yes,Yes,No,298
Restaurant_17,Desserts,Zesty Salmon Soup,Enjoy the rich flavors of zesty salmon soup with every bite.,7.52,No,No,Yes,731
Restaurant_81,Desserts,Roasted Chicken Burger,Enjoy the rich flavors of roasted chicken burger with every bite.,29.21,No,Yes,Yes,351
Restaurant_39,Appetizers,Sweet Tofu Tacos,Savory and satisfying sweet tofu tacos with a touch of our special sauce.,23.19,No,No,No,647
Restaurant_14,Desserts,Grilled Mushroom Soup,Savory and satisfying grilled mushroom soup with a touch of our special sauce.,26.78,No,Yes,Yes,552
Restaurant_6,Drinks,Fresh Mushroom Cake,Tender fresh mushroom cake cooked to perfection with a blend of spices.,16.39,Yes,No,Yes,554
Restaurant_90,Desserts,Sweet Beef Wings,Tender sweet beef wings cooked to perfection with a blend of spices.,22.19,No,No,No,791
Restaurant_88,Main Course,Zesty Tofu Salad,Tender zesty tofu salad cooked to perfection with a blend of spices.,29.49,No,No,Yes,720
Restaurant_32,Appetizers,Fresh Tomato Sandwich,"A classic favorite, our fresh tomato sandwich is prepared with quality ingredients.",17.82,Yes,Yes,No,336
Restaurant_54,Desserts,Tangy Mango Sandwich,Savory and satisfying tangy mango sandwich with a touch of our special sauce.,15.9,No,No,No,152
Restaurant_58,Appetizers,Fresh Tofu Burger,Enjoy the rich flavors of fresh tofu burger with every bite.,21.82,Yes,Yes,No,644
Restaurant_48,Desserts,Sweet Pork Wings,"A classic favorite, our sweet pork wings is prepared with quality ingredients.",11.07,No,Yes,No,360
Restaurant_87,Appetizers,Roasted Mushroom Wings,Enjoy the rich flavors of roasted mushroom wings with every bite.,7.8,Yes,No,No,428
Restaurant_57,Drinks,Roasted Tofu Cake,"A classic favorite, our roasted tofu cake is prepared with quality ingredients.",18.72,Yes,No,Yes,520
Restaurant_42,Desserts,Crispy Salmon Soup,Tender crispy salmon soup cooked to perfection with a blend of spices.,29.57,No,No,No,254
Restaurant_44,Drinks,Creamy Pork Salad,Enjoy the rich flavors of creamy pork salad with every bite.,10.17,Yes,No,No,860
Restaurant_31,Desserts,Sweet Tofu Tacos,"A classic favorite, our sweet tofu tacos is prepared with quality ingredients.",19.03,No,Yes,Yes,829
Restaurant_7,Appetizers,Sweet Tofu Soup,Savory and satisfying sweet tofu soup with a touch of our special sauce.,15.28,Yes,No,No,396
Restaurant_85,Appetizers,Crispy Lettuce Smoothie,Tender crispy lettuce smoothie cooked to perfection with a blend of spices.,7.67,No,No,No,560
Restaurant_33,Appetizers,Tangy Tofu Soup,Savory and satisfying tangy tofu soup with a touch of our special sauce.,11.34,No,No,No,628
Restaurant_28,Desserts,Creamy Salmon Pizza,Enjoy the rich flavors of creamy salmon pizza with every bite.,12.9,No,No,Yes,840
Restaurant_96,Desserts,Fresh Mango Soup,Savory and satisfying fresh mango soup with a touch of our special sauce.,12.78,Yes,No,No,195
Restaurant_20,Desserts,Sweet Salmon Cake,Tender sweet salmon cake cooked to perfection with a blend of spices.,9.44,No,No,Yes,457
Restaurant_3,Drinks,Sweet Mushroom Cake,Enjoy the rich flavors of sweet mushroom cake with every bite.,29.92,No,Yes,No,897
Restaurant_64,Drinks,Tangy Mushroom Burger,Enjoy the rich flavors of tangy mushroom burger with every bite.,12.43,No,No,Yes,680
Restaurant_92,Main Course,Fresh Mushroom Sandwich,Savory and satisfying fresh mushroom sandwich with a touch of our special sauce.,4.0,No,Yes,Yes,773
Restaurant_50,Appetizers,Spicy Beef Smoothie,"A classic favorite, our spicy beef smoothie is prepared with quality ingredients.",19.63,Yes,Yes,Yes,598
Restaurant_96,Appetizers,Roasted Tomato Wings,"A classic favorite, our roasted tomato wings is prepared with quality ingredients.",18.51,No,No,Yes,691
Restaurant_41,Desserts,Sweet Cheese Pizza,A delicious sweet cheese pizza made fresh to order.,23.23,No,Yes,No,605
Restaurant_52,Main Course,Grilled Salmon Cake,Savory and satisfying grilled salmon cake with a touch of our special sauce.,30.0,No,No,No,196
Restaurant_63,Appetizers,Fresh Pork Pizza,Enjoy the rich flavors of fresh pork pizza with every bite.,17.53,No,Yes,Yes,386
Restaurant_45,Appetizers,Tangy Mango Salad,A delicious tangy mango salad made fresh to order.,10.35,Yes,No,No,318
Restaurant_64,Desserts,Tangy Cheese Cake,Tender tangy cheese cake cooked to perfection with a blend of spices.,11.47,No,No,Yes,861
Restaurant_35,Appetizers,Tangy Chicken Salad,Savory and satisfying tangy chicken salad with a touch of our special sauce.,21.19,Yes,No,No,523
Restaurant_72,Main Course,Roasted Chicken Pasta,Tender roasted chicken pasta cooked to perfection with a blend of spices.,29.31,No,Yes,No,392
Restaurant_94,Drinks,Crispy Beef Pizza,Enjoy the rich flavors of crispy beef pizza with every bite.,26.33,No,No,Yes,240
Restaurant_17,Main Course,Tangy Pork Burger,"A classic favorite, our tangy pork burger is prepared with quality ingredients.",19.92,Yes,No,Yes,536
Restaurant_11,Appetizers,Fresh Lettuce Wings,Tender fresh lettuce wings cooked to perfection with a blend of spices.,25.76,No,No,No,612
Restaurant_34,Desserts,Roasted Tofu Tacos,Tender roasted tofu tacos cooked to perfection with a blend of spices.,13.12,No,No,No,228
Restaurant_15,Appetizers,Zesty Tofu Burger,Tender zesty tofu burger cooked to perfection with a blend of spices.,13.32,No,Yes,Yes,853
Restaurant_44,Main Course,Spicy Salmon Pasta,Enjoy the rich flavors of spicy salmon pasta with every bite.,5.71,Yes,No,No,675
Restaurant_39,Appetizers,Zesty Mushroom Smoothie,A delicious zesty mushroom smoothie made fresh to order.,10.02,Yes,Yes,Yes,226
Restaurant_34,Main Course,Tangy Salmon Sandwich,"A classic favorite, our tangy salmon sandwich is prepared with quality ingredients.",29.32,Yes,Yes,Yes,603
Restaurant_22,Main Course,Roasted Chicken Tacos,A delicious roasted chicken tacos made fresh to order.,16.72,No,No,No,644
Restaurant_6,Appetizers,Roasted Tomato Cake,A delicious roasted tomato cake made fresh to order.,29.23,Yes,No,No,297
Restaurant_95,Desserts,Spicy Tomato Cake,Savory and satisfying spicy tomato cake with a touch of our special sauce.,21.6,Yes,No,Yes,246
Restaurant_64,Main Course,Spicy Mushroom Pasta,Enjoy the rich flavors of spicy mushroom pasta with every bite.,25.83,No,Yes,No,255
Restaurant_65,Drinks,Tangy Chicken Tacos,Tender tangy chicken tacos cooked to perfection with a blend of spices.,13.45,No,No,No,412
Restaurant_79,Drinks,Fresh Mushroom Burger,Enjoy the rich flavors of fresh mushroom burger with every bite.,19.55,No,Yes,No,885
Restaurant_88,Main Course,Spicy Cheese Soup,Enjoy the rich flavors of spicy cheese soup with every bite.,3.9,No,Yes,Yes,455
Restaurant_17,Desserts,Sweet Mango Smoothie,A delicious sweet mango smoothie made fresh to order.,6.33,Yes,No,Yes,342
Restaurant_51,Main Course,Roasted Tomato Salad,Savory and satisfying roasted tomato salad with a touch of our special sauce.,10.49,Yes,No,Yes,218
Restaurant_77,Main Course,Roasted Pork Sandwich,Tender roasted pork sandwich cooked to perfection with a blend of spices.,13.84,Yes,Yes,Yes,265
Restaurant_55,Appetizers,Zesty Lettuce Smoothie,"A classic favorite, our zesty lettuce smoothie is prepared with quality ingredients.",24.4,Yes,Yes,Yes,353
Restaurant_99,Desserts,Zesty Salmon Pasta,"A classic favorite, our zesty salmon pasta is prepared with quality ingredients.",8.19,Yes,Yes,No,520
Restaurant_58,Main Course,Grilled Beef Smoothie,"A classic favorite, our grilled beef smoothie is prepared with quality ingredients.",12.13,No,No,Yes,856
Restaurant_91,Desserts,Sweet Chicken Pizza,A delicious sweet chicken pizza made fresh to order.,11.21,Yes,Yes,Yes,343
Restaurant_12,Desserts,Grilled Lettuce Wings,Savory and satisfying grilled lettuce wings with a touch of our special sauce.,18.29,Yes,Yes,No,767
Restaurant_59,Appetizers,Fresh Tomato Burger,Savory and satisfying fresh tomato burger with a touch of our special sauce.,21.88,Yes,Yes,No,570
Restaurant_65,Drinks,Spicy Mango Soup,A delicious spicy mango soup made fresh to order.,6.5,No,Yes,No,245
Restaurant_51,Desserts,Zesty Salmon Pasta,Enjoy the rich flavors of zesty salmon pasta with every bite.,11.66,Yes,No,No,722
Restaurant_34,Appetizers,Zesty Tomato Cake,Savory and satisfying zesty tomato cake with a touch of our special sauce.,15.55,No,Yes,Yes,547
Restaurant_36,Main Course,Crispy Tofu Wings,Savory and satisfying crispy tofu wings with a touch of our special sauce.,21.26,Yes,Yes,No,392
Restaurant_6,Main Course,Tangy Pork Soup,Enjoy the rich flavors of tangy pork soup with every bite.,24.36,No,No,No,420
Restaurant_44,Appetizers,Spicy Mushroom Pasta,"A classic favorite, our spicy mushroom pasta is prepared with quality ingredients.",27.22,Yes,No,No,892
Restaurant_28,Appetizers,Zesty Beef Sandwich,Savory and satisfying zesty beef sandwich with a touch of our special sauce.,3.53,No,No,Yes,645
Restaurant_7,Drinks,Grilled Mango Soup,Savory and satisfying grilled mango soup with a touch of our special sauce.,14.17,Yes,Yes,Yes,202
Restaurant_62,Drinks,Roasted Mushroom Smoothie,"A classic favorite, our roasted mushroom smoothie is prepared with quality ingredients.",10.83,No,No,No,622
Restaurant_20,Drinks,Creamy Pork Cake,Enjoy the rich flavors of creamy pork cake with every bite.,8.67,No,No,Yes,358
Restaurant_75,Appetizers,Zesty Mushroom Cake,Enjoy the rich flavors of zesty mushroom cake with every bite.,26.17,No,Yes,No,538
Restaurant_93,Main Course,Roasted Beef Tacos,Enjoy the rich flavors of roasted beef tacos with every bite.,6.57,No,No,Yes,789
Restaurant_99,Drinks,Fresh Tomato Smoothie,Enjoy the rich flavors of fresh tomato smoothie with every bite.,13.11,Yes,Yes,No,297
Restaurant_49,Main Course,Fresh Tomato Wings,Tender fresh tomato wings cooked to perfection with a blend of spices.,26.74,No,Yes,Yes,206
Restaurant_57,Main Course,Grilled Beef Pizza,Enjoy the rich flavors of grilled beef pizza with every bite.,19.12,Yes,Yes,Yes,566
Restaurant_70,Main Course,Crispy Salmon Pizza,Tender crispy salmon pizza cooked to perfection with a blend of spices.,8.2,Yes,Yes,Yes,370
Restaurant_79,Main Course,Crispy Mushroom Cake,A delicious crispy mushroom cake made fresh to order.,24.26,Yes,No,No,874
Restaurant_30,Appetizers,Roasted Mango Sandwich,Tender roasted mango sandwich cooked to perfection with a blend of spices.,8.15,No,No,No,293
Restaurant_77,Desserts,Sweet Pork Pasta,"A classic favorite, our sweet pork pasta is prepared with quality ingredients.",9.55,Yes,Yes,No,421
Restaurant_33,Desserts,Crispy Lettuce Smoothie,"A classic favorite, our crispy lettuce smoothie is prepared with quality ingredients.",9.63,Yes,Yes,No,320
Restaurant_47,Desserts,Crispy Pork Pasta,A delicious crispy pork pasta made fresh to order.,11.75,No,No,No,285
Restaurant_47,Desserts,Spicy Tomato Pasta,Savory and satisfying spicy tomato pasta with a touch of our special sauce.,17.87,No,No,Yes,845
Restaurant_24,Appetizers,Tangy Mango Pizza,Tender tangy mango pizza cooked to perfection with a blend of spices.,6.3,Yes,No,Yes,245
Restaurant_80,Desserts,Zesty Cheese Cake,Tender zesty cheese cake cooked to perfection with a blend of spices.,28.69,Yes,No,No,313
Restaurant_67,Drinks,Tangy Beef Soup,Tender tangy beef soup cooked to perfection with a blend of spices.,24.75,No,No,Yes,740
Restaurant_15,Drinks,Roasted Mushroom Soup,A delicious roasted mushroom soup made fresh to order.,14.53,Yes,Yes,Yes,704
Restaurant_72,Appetizers,Fresh Chicken Salad,"A classic favorite, our fresh chicken salad is prepared with quality ingredients.",5.12,Yes,Yes,No,469
Restaurant_44,Appetizers,Creamy Chicken Pizza,Tender creamy chicken pizza cooked to perfection with a blend of spices.,22.73,Yes,Yes,No,519
Restaurant_39,Desserts,Crispy Beef Cake,"A classic favorite, our crispy beef cake is prepared with quality ingredients.",17.31,Yes,Yes,Yes,425
Restaurant_52,Drinks,Creamy Tomato Sandwich,A delicious creamy tomato sandwich made fresh to order.,24.06,No,Yes,No,847
Restaurant_88,Drinks,Crispy Mushroom Pizza,A delicious crispy mushroom pizza made fresh to order.,9.2,No,Yes,No,697
Restaurant_99,Desserts,Crispy Lettuce Tacos,Tender crispy lettuce tacos cooked to perfection with a blend of spices.,3.36,No,No,Yes,393
Restaurant_89,Main Course,Roasted Lettuce Salad,Savory and satisfying roasted lettuce salad with a touch of our special sauce.,4.32,Yes,No,No,606
Restaurant_77,Main Course,Tangy Pork Cake,Savory and satisfying tangy pork cake with a touch of our special sauce.,5.04,No,Yes,No,157
Restaurant_13,Desserts,Spicy Beef Wings,Savory and satisfying spicy beef wings with a touch of our special sauce.,16.4,No,Yes,Yes,782
Restaurant_17,Desserts,Sweet Mango Pizza,A delicious sweet mango pizza made fresh to order.,6.22,Yes,No,Yes,393
Restaurant_30,Main Course,Fresh Chicken Soup,Enjoy the rich flavors of fresh chicken soup with every bite.,20.48,Yes,No,No,667
Restaurant_21,Appetizers,Grilled Lettuce Sandwich,"A classic favorite, our grilled lettuce sandwich is prepared with quality ingredients.",24.88,Yes,No,Yes,768
Restaurant_83,Drinks,Sweet Mushroom Wings,Tender sweet mushroom wings cooked to perfection with a blend of spices.,29.29,No,No,No,459
Restaurant_90,Appetizers,Crispy Pork Soup,Enjoy the rich flavors of crispy pork soup with every bite.,24.89,Yes,No,Yes,544
Restaurant_17,Desserts,Sweet Lettuce Pasta,Tender sweet lettuce pasta cooked to perfection with a blend of spices.,21.71,Yes,No,No,895
Restaurant_58,Main Course,Roasted Tomato Smoothie,Tender roasted tomato smoothie cooked to perfection with a blend of spices.,26.81,No,No,Yes,800
Restaurant_40,Main Course,Grilled Mushroom Wings,Savory and satisfying grilled mushroom wings with a touch of our special sauce.,17.01,Yes,No,No,637
Restaurant_15,Desserts,Roasted Mushroom Tacos,Enjoy the rich flavors of roasted mushroom tacos with every bite.,26.4,Yes,Yes,Yes,381
Restaurant_35,Appetizers,Crispy Pork Soup,Savory and satisfying crispy pork soup with a touch of our special sauce.,18.69,No,Yes,Yes,888
Restaurant_7,Desserts,Spicy Mango Burger,Savory and satisfying spicy mango burger with a touch of our special sauce.,21.87,No,Yes,No,575
Restaurant_17,Desserts,Creamy Cheese Cake,Tender creamy cheese cake cooked to perfection with a blend of spices.,6.4,No,Yes,Yes,376
Restaurant_53,Main Course,Spicy Mango Burger,"A classic favorite, our spicy mango burger is prepared with quality ingredients.",27.92,Yes,Yes,No,301
Restaurant_60,Main Course,Sweet Beef Smoothie,Tender sweet beef smoothie cooked to perfection with a blend of spices.,25.13,No,No,Yes,414
Restaurant_63,Desserts,Roasted Mango Salad,A delicious roasted mango salad made fresh to order.,20.12,No,Yes,Yes,372
Restaurant_43,Desserts,Fresh Mushroom Pizza,Tender fresh mushroom pizza cooked to perfection with a blend of spices.,18.53,Yes,No,No,850
Restaurant_54,Drinks,Fresh Beef Sandwich,Tender fresh beef sandwich cooked to perfection with a blend of spices.,26.3,Yes,Yes,Yes,591
Restaurant_99,Main Course,Crispy Tomato Tacos,Savory and satisfying crispy tomato tacos with a touch of our special sauce.,11.76,Yes,Yes,Yes,769
Restaurant_73,Appetizers,Spicy Chicken Cake,"A classic favorite, our spicy chicken cake is prepared with quality ingredients.",25.75,No,Yes,No,458
Restaurant_19,Drinks,Zesty Tomato Tacos,"A classic favorite, our zesty tomato tacos is prepared with quality ingredients.",11.59,Yes,No,Yes,806
Restaurant_32,Appetizers,Roasted Mango Smoothie,Enjoy the rich flavors of roasted mango smoothie with every bite.,6.88,Yes,No,No,522
Restaurant_35,Main Course,Tangy Mushroom Tacos,Enjoy the rich flavors of tangy mushroom tacos with every bite.,13.81,Yes,No,No,367
Restaurant_95,Main Course,Grilled Pork Pasta,Savory and satisfying grilled pork pasta with a touch of our special sauce.,18.06,Yes,No,No,352
Restaurant_32,Appetizers,Tangy Salmon Salad,Savory and satisfying tangy salmon salad with a touch of our special sauce.,9.28,No,Yes,Yes,201
Restaurant_24,Main Course,Roasted Mushroom Burger,Tender roasted mushroom burger cooked to perfection with a blend of spices.,7.12,No,No,Yes,798
Restaurant_73,Desserts,Tangy Tomato Pizza,A delicious tangy tomato pizza made fresh to order.,9.53,No,Yes,No,224
Restaurant_52,Appetizers,Creamy Salmon Pizza,"A classic favorite, our creamy salmon pizza is prepared with quality ingredients.",5.59,Yes,No,Yes,524
Restaurant_46,Desserts,Zesty Tomato Salad,Enjoy the rich flavors of zesty tomato salad with every bite.,28.81,No,Yes,No,305
Restaurant_20,Desserts,Grilled Cheese Soup,A delicious grilled cheese soup made fresh to order.,5.12,Yes,No,No,239
Restaurant_17,Desserts,Tangy Lettuce Salad,Savory and satisfying tangy lettuce salad with a touch of our special sauce.,23.81,Yes,Yes,Yes,900
Restaurant_45,Appetizers,Grilled Salmon Soup,Enjoy the rich flavors of grilled salmon soup with every bite.,28.95,Yes,No,Yes,491
Restaurant_89,Drinks,Grilled Tofu Smoothie,A delicious grilled tofu smoothie made fresh to order.,27.14,No,No,Yes,327
Restaurant_66,Main Course,Crispy Cheese Tacos,A delicious crispy cheese tacos made fresh to order.,25.68,No,Yes,No,287
Restaurant_10,Desserts,Roasted Salmon Sandwich,Tender roasted salmon sandwich cooked to perfection with a blend of spices.,3.25,Yes,No,No,224
Restaurant_41,Appetizers,Crispy Pork Salad,"A classic favorite, our crispy pork salad is prepared with quality ingredients.",19.39,No,No,No,759
Restaurant_58,Drinks,Sweet Mushroom Tacos,Tender sweet mushroom tacos cooked to perfection with a blend of spices.,21.7,No,Yes,Yes,757
Restaurant_5,Appetizers,Spicy Beef Soup,Savory and satisfying spicy beef soup with a touch of our special sauce.,22.78,Yes,Yes,Yes,647
Restaurant_66,Appetizers,Zesty Mango Tacos,A delicious zesty mango tacos made fresh to order.,10.59,No,Yes,No,398
Restaurant_72,Appetizers,Roasted Lettuce Smoothie,Enjoy the rich flavors of roasted lettuce smoothie with every bite.,22.81,Yes,No,No,760
Restaurant_6,Desserts,Spicy Mango Cake,"A classic favorite, our spicy mango cake is prepared with quality ingredients.",29.82,Yes,No,No,330
Restaurant_68,Appetizers,Spicy Tomato Pizza,Savory and satisfying spicy tomato pizza with a touch of our special sauce.,7.23,Yes,Yes,No,608
Restaurant_20,Main Course,Fresh Salmon Sandwich,Savory and satisfying fresh salmon sandwich with a touch of our special sauce.,10.63,No,Yes,Yes,696
Restaurant_29,Appetizers,Roasted Mango Smoothie,Enjoy the rich flavors of roasted mango smoothie with every bite.,23.53,No,Yes,No,504
Restaurant_37,Main Course,Roasted Tomato Burger,"A classic favorite, our roasted tomato burger is prepared with quality ingredients.",13.46,No,Yes,No,538
Restaurant_68,Drinks,Fresh Tofu Burger,Enjoy the rich flavors of fresh tofu burger with every bite.,12.12,No,Yes,Yes,585
Restaurant_39,Desserts,Roasted Chicken Sandwich,Enjoy the rich flavors of roasted chicken sandwich with every bite.,24.48,No,Yes,No,404
